display_name,source,avg_wait_mins,min_wait_mins,max_wait_mins,service_start,service_end
58X,frequencies.txt,9.7,6.0,25.0,05:30:00,25:16:00
K12,frequencies.txt,9.8,5.0,18.0,06:00:00,22:11:00
9A,stop_times.txt,9.8,6.0,49.0,09:30:00,19:04:00
248M,frequencies.txt,9.8,6.0,20.0,05:35:00,25:15:00
97A,frequencies.txt,9.8,6.0,20.0,05:45:00,24:04:00
20C,frequencies.txt,9.8,4.0,30.0,05:00:00,25:51:00
20K,frequencies.txt,9.9,6.0,30.0,05:00:00,24:50:00
905,stop_times.txt,9.9,1.0,65.0,05:50:00,24:00:00
42M,frequencies.txt,9.9,7.0,20.0,05:20:00,24:30:00
39,frequencies.txt,9.9,5.0,20.0,05:20:00,23:33:00
4,frequencies.txt,9.9,6.0,25.0,05:10:00,24:40:00
Mong Kok - Huanggang,frequencies.txt,10.0,5.0,30.0,02:00:00,26:53:00
276A,frequencies.txt,10.0,5.0,30.0,05:10:00,25:05:00
K54A,frequencies.txt,10.0,5.0,15.0,05:45:00,24:15:00
95K,stop_times.txt,10.0,5.0,15.0,07:00:00,09:30:00
22K,stop_times.txt,10.0,10.0,10.0,07:10:00,08:45:00
31A,frequencies.txt,10.0,10.0,10.0,07:00:00,08:30:00
25MS,frequencies.txt,10.0,10.0,10.0,07:30:00,19:30:00
43D,stop_times.txt,10.0,10.0,10.0,07:00:00,07:42:00
277B,stop_times.txt,10.0,10.0,10.0,06:10:00,19:05:00
16S,frequencies.txt,10.0,10.0,10.0,07:00:00,23:00:00
307A,stop_times.txt,10.0,10.0,10.0,07:05:00,08:46:00
106A,frequencies.txt,10.0,10.0,10.0,07:25:00,08:14:00
263A,stop_times.txt,10.0,10.0,10.0,07:25:00,19:25:00
75A,frequencies.txt,10.0,10.0,10.0,07:00:00,20:00:00
83P,stop_times.txt,10.0,10.0,10.0,07:10:00,07:40:00
609S,frequencies.txt,10.0,10.0,10.0,05:50:00,22:30:00
83M,stop_times.txt,10.0,10.0,10.0,06:45:00,23:00:00
609S,stop_times.txt,10.0,10.0,10.0,05:50:00,22:30:00
7052,stop_times.txt,10.0,6.0,14.0,06:00:00,23:50:00
116M,frequencies.txt,10.0,10.0,10.0,19:00:00,19:30:00
CX1,frequencies.txt,10.0,10.0,10.0,09:00:00,20:30:00
252B,stop_times.txt,10.0,5.0,15.0,07:20:00,08:50:00
7051,stop_times.txt,10.0,6.0,14.0,07:00:00,22:50:00
116M,stop_times.txt,10.0,10.0,10.0,19:00:00,19:30:00
K53S,stop_times.txt,10.0,10.0,10.0,06:20:00,21:20:00
2A,stop_times.txt,10.0,1.0,117.0,05:30:00,24:55:00
56,stop_times.txt,10.0,2.0,144.0,06:00:00,23:30:00
42M,stop_times.txt,10.0,1.0,91.0,05:20:00,24:30:00
116,frequencies.txt,10.1,4.0,30.0,05:55:00,25:21:00
260X,frequencies.txt,10.1,5.0,25.0,05:10:00,25:13:00
112,stop_times.txt,10.1,1.0,55.0,06:20:00,24:41:00
270,frequencies.txt,10.1,7.0,20.0,05:30:00,24:30:00
36M,frequencies.txt,10.1,6.0,20.0,05:30:00,24:30:00
276P,frequencies.txt,10.1,5.0,30.0,05:25:00,25:01:00
45,frequencies.txt,10.1,6.0,40.0,05:35:00,24:44:00
46,frequencies.txt,10.1,3.0,35.0,05:00:00,24:34:00
968,frequencies.txt,10.2,6.0,25.0,05:10:00,24:58:00
811B,stop_times.txt,10.2,4.0,30.0,06:30:00,19:40:00
47M,frequencies.txt,10.2,3.0,15.0,06:00:00,25:15:00
50K,frequencies.txt,10.2,3.0,25.0,04:45:00,24:45:00
49X,frequencies.txt,10.2,6.0,20.0,05:30:00,24:23:00
403A,frequencies.txt,10.2,8.0,12.0,06:00:00,24:03:00
11,frequencies.txt,10.3,5.0,30.0,05:15:00,26:15:00
69C,stop_times.txt,10.3,1.0,30.0,05:45:00,20:34:00
616S,frequencies.txt,10.3,5.0,15.0,01:00:00,25:43:00
55K,frequencies.txt,10.3,4.0,30.0,04:30:00,25:06:00
481,frequencies.txt,10.3,6.0,15.0,06:00:00,23:45:00
76,stop_times.txt,10.3,1.0,150.0,05:40:00,23:00:00
68K,frequencies.txt,10.3,6.0,15.0,06:30:00,24:30:00
82,stop_times.txt,10.4,1.0,70.0,05:20:00,24:40:00
97A,stop_times.txt,10.4,1.0,171.0,05:45:00,24:04:00
111,stop_times.txt,10.4,1.0,88.0,06:00:00,24:57:00
805S,frequencies.txt,10.4,5.0,15.0,02:30:00,26:30:00
42C,frequencies.txt,10.4,6.0,25.0,05:20:00,25:18:00
788,stop_times.txt,10.4,1.0,114.0,05:30:00,24:30:00
29,stop_times.txt,10.5,5.0,35.0,06:00:00,23:45:00
89,frequencies.txt,10.6,5.0,30.0,05:30:00,24:20:00
410,stop_times.txt,10.6,1.0,30.0,06:45:00,21:00:00
91,frequencies.txt,10.6,5.0,30.0,05:30:00,25:02:00
968,stop_times.txt,10.6,1.0,60.0,05:10:00,24:58:00
101M,frequencies.txt,10.6,3.0,30.0,05:30:00,25:15:00
213M,frequencies.txt,10.6,4.0,20.0,05:00:00,26:00:00
403P,frequencies.txt,10.6,6.0,30.0,06:10:00,23:35:00
62K,frequencies.txt,10.7,7.0,15.0,06:05:00,23:53:00
E41,stop_times.txt,10.7,1.0,25.0,05:15:00,25:10:00
407A,frequencies.txt,10.7,7.0,15.0,08:15:00,20:30:00
88M,frequencies.txt,10.7,5.0,30.0,06:15:00,24:00:00
27B,stop_times.txt,10.8,5.0,25.0,06:45:00,19:35:00
8,frequencies.txt,10.8,4.0,30.0,05:30:00,25:03:00
S52P,stop_times.txt,10.8,1.0,19.0,07:18:00,09:17:00
269S,stop_times.txt,10.8,5.0,15.0,07:10:00,19:25:00
3M,stop_times.txt,10.8,1.0,180.0,05:50:00,25:35:00
51A,frequencies.txt,10.8,7.0,20.0,05:00:00,21:00:00
980X,stop_times.txt,10.9,5.0,44.0,07:05:00,19:53:00
91A,frequencies.txt,10.9,9.0,60.0,06:30:00,23:30:00
23C,frequencies.txt,10.9,7.0,15.0,06:15:00,23:12:00
47X,frequencies.txt,10.9,6.0,25.0,05:30:00,25:00:00
101,frequencies.txt,11.0,4.0,27.0,05:30:00,25:26:00
601,stop_times.txt,11.0,1.0,160.0,05:40:00,24:57:00
24,frequencies.txt,11.0,4.0,35.0,05:30:00,23:55:00
948B,stop_times.txt,11.0,11.0,11.0,08:04:00,09:18:00
71B,frequencies.txt,11.0,6.0,15.0,05:35:00,24:30:00
601B,stop_times.txt,11.0,11.0,11.0,07:00:00,21:50:00
46M,frequencies.txt,11.0,5.0,15.0,07:00:00,25:25:00
CX1,stop_times.txt,11.0,11.0,11.0,09:00:00,20:30:00
94A,stop_times.txt,11.0,1.0,80.0,06:00:00,19:13:00
N4M,frequencies.txt,11.0,10.0,12.0,00:00:00,01:20:00
681,stop_times.txt,11.0,1.0,60.0,06:00:00,24:41:00
K66,frequencies.txt,11.0,4.0,15.0,06:00:00,23:47:00
75,stop_times.txt,11.0,2.0,224.0,05:05:00,23:20:00
68M,frequencies.txt,11.1,6.0,20.0,05:30:00,24:50:00
806B,stop_times.txt,11.1,3.0,20.0,06:30:00,22:10:00
272K,frequencies.txt,11.1,4.0,20.0,06:30:00,18:52:00
36M,stop_times.txt,11.1,1.0,108.0,05:30:00,24:30:00
82C,stop_times.txt,11.1,5.0,20.0,07:05:00,18:59:00
46X,stop_times.txt,11.1,1.0,106.0,05:00:00,24:34:00
54K,stop_times.txt,11.1,1.0,154.0,05:40:00,23:00:00
404M,frequencies.txt,11.1,8.0,15.0,06:00:00,23:30:00
608S,stop_times.txt,11.1,6.0,21.0,06:00:00,21:00:00
38,frequencies.txt,11.1,2.0,25.0,05:05:00,25:24:00
103,stop_times.txt,11.1,1.0,75.0,05:25:00,24:00:00
24M,frequencies.txt,11.2,6.0,20.0,06:15:00,24:03:00
606S,stop_times.txt,11.2,2.0,60.0,00:00:00,24:00:00
85P,stop_times.txt,11.2,5.0,20.0,06:45:00,18:49:00
969P,frequencies.txt,11.2,8.0,15.0,06:36:00,10:34:00
E36,stop_times.txt,11.3,5.0,25.0,05:05:00,25:00:00
89B,stop_times.txt,11.3,1.0,99.0,05:30:00,24:44:00
63,frequencies.txt,11.3,4.0,50.0,05:45:00,26:05:00
263,frequencies.txt,11.4,5.0,25.0,05:20:00,24:15:00
89A,stop_times.txt,11.4,1.0,226.0,06:00:00,24:00:00
935,stop_times.txt,11.4,1.0,30.0,07:30:00,19:03:00
48X,stop_times.txt,11.4,1.0,100.0,05:30:00,24:40:00
960X,stop_times.txt,11.5,6.0,20.0,06:35:00,20:55:00
20A,frequencies.txt,11.5,7.0,25.0,06:00:00,24:55:00
618,frequencies.txt,11.5,8.0,15.0,06:00:00,24:40:00
481X,stop_times.txt,11.5,2.0,25.0,06:30:00,19:00:00
240X,stop_times.txt,11.5,10.0,15.0,07:25:00,19:28:00
907C,stop_times.txt,11.5,8.0,15.0,07:04:00,20:02:00
611,frequencies.txt,11.5,8.0,15.0,09:00:00,24:00:00
140M,frequencies.txt,11.5,10.0,15.0,06:00:00,23:00:00
R8,stop_times.txt,11.6,1.0,148.0,06:30:00,23:10:00
409,frequencies.txt,11.6,10.0,15.0,05:50:00,23:15:00
103M,frequencies.txt,11.6,7.0,20.0,06:15:00,25:52:00
67M,frequencies.txt,11.6,5.0,20.0,05:25:00,24:40:00
52K,frequencies.txt,11.6,4.0,30.0,05:00:00,24:38:00
273P,stop_times.txt,11.7,5.0,20.0,07:25:00,09:10:00
690S,stop_times.txt,11.7,6.0,20.0,07:30:00,19:19:00
260B,stop_times.txt,11.7,11.0,12.0,07:20:00,08:58:00
45A,frequencies.txt,11.7,8.0,15.0,06:25:00,22:30:00
113,stop_times.txt,11.7,1.0,134.0,06:00:00,24:18:00
S64X,stop_times.txt,11.7,1.0,31.0,05:05:00,19:00:00
595,frequencies.txt,11.7,8.0,15.0,06:00:00,23:45:00
258D,stop_times.txt,11.7,1.0,167.0,05:10:00,25:23:00
46M,stop_times.txt,11.8,2.0,110.0,07:00:00,25:25:00
77M,stop_times.txt,11.8,5.0,20.0,06:40:00,23:20:00
109M,frequencies.txt,11.8,3.0,25.0,05:35:00,25:25:00
E33,frequencies.txt,11.8,6.0,30.0,05:20:00,24:15:00
411,frequencies.txt,11.8,8.0,15.0,06:30:00,23:04:00
411,stop_times.txt,11.9,5.0,30.0,06:30:00,23:04:00
23M,frequencies.txt,11.9,7.0,30.0,05:30:00,24:00:00
51K,frequencies.txt,11.9,7.0,20.0,05:45:00,24:44:00
39M,frequencies.txt,11.9,5.0,30.0,05:40:00,24:40:00
7031,stop_times.txt,11.9,2.0,226.0,07:20:00,23:00:00
14M,frequencies.txt,11.9,5.0,28.0,06:05:00,23:59:00
805S,stop_times.txt,11.9,2.0,49.0,02:30:00,26:30:00
249M,stop_times.txt,12.0,1.0,128.0,05:45:00,25:15:00
55,frequencies.txt,12.0,6.0,30.0,06:10:00,23:20:00
401,frequencies.txt,12.0,7.0,20.0,06:15:00,22:15:00
978B,stop_times.txt,12.0,12.0,12.0,07:10:00,08:44:00
83M,frequencies.txt,12.0,12.0,12.0,06:45:00,23:00:00
980A,stop_times.txt,12.0,12.0,12.0,07:19:00,09:12:00
985A,stop_times.txt,12.0,12.0,12.0,07:20:00,09:09:00
985B,stop_times.txt,12.0,12.0,12.0,07:20:00,09:07:00
K75A,stop_times.txt,12.0,12.0,12.0,06:15:00,23:15:00
56,frequencies.txt,12.0,10.0,30.0,06:00:00,23:30:00
969P,stop_times.txt,12.0,1.0,20.0,06:36:00,10:34:00
78B,stop_times.txt,12.0,2.0,30.0,06:55:00,17:22:00
274X,stop_times.txt,12.0,3.0,21.0,17:04:00,19:07:00
95,frequencies.txt,12.0,5.0,30.0,05:45:00,24:10:00
269C,frequencies.txt,12.0,5.0,25.0,05:05:00,25:38:00
507,frequencies.txt,12.1,8.0,20.0,06:30:00,22:00:00
5C,frequencies.txt,12.1,8.0,22.0,05:25:00,25:09:00
26H,stop_times.txt,12.1,5.0,170.0,06:15:00,20:30:00
277X,frequencies.txt,12.1,6.0,25.0,05:00:00,25:00:00
248M,stop_times.txt,12.2,1.0,232.0,05:35:00,25:15:00
501C,frequencies.txt,12.2,8.0,25.0,06:30:00,24:00:00
8M,frequencies.txt,12.2,8.0,15.0,06:00:00,23:30:00
812,frequencies.txt,12.2,8.0,20.0,06:30:00,23:05:00
23,frequencies.txt,12.2,5.0,30.0,05:45:00,24:48:00
K58,stop_times.txt,12.2,7.0,24.0,06:45:00,08:09:00
722,stop_times.txt,12.2,1.0,137.0,06:00:00,23:59:00
66A,frequencies.txt,12.2,10.0,15.0,09:00:00,20:00:00
970,stop_times.txt,12.3,1.0,87.0,05:35:00,25:34:00
7031,frequencies.txt,12.3,8.0,20.0,07:20:00,23:00:00
288,frequencies.txt,12.3,7.0,20.0,05:20:00,24:30:00
720P,frequencies.txt,12.3,8.0,16.0,06:15:00,09:41:00
20X,frequencies.txt,12.4,8.0,30.0,06:00:00,24:10:00
8X,frequencies.txt,12.4,6.0,20.0,05:26:00,24:45:00
1,frequencies.txt,12.4,5.0,30.0,05:00:00,25:55:00
K75P,frequencies.txt,12.5,10.0,15.0,05:20:00,23:57:00
80M,frequencies.txt,12.5,10.0,15.0,07:00:00,22:00:00
624,frequencies.txt,12.5,10.0,15.0,06:00:00,24:00:00
1S,frequencies.txt,12.5,10.0,15.0,00:30:00,05:50:00
259B,stop_times.txt,12.5,10.0,15.0,07:20:00,08:50:00
948E,stop_times.txt,12.5,8.0,15.0,07:15:00,19:42:00
969B,stop_times.txt,12.5,4.0,35.0,07:04:00,20:14:00
263B,stop_times.txt,12.5,10.0,15.0,07:20:00,19:10:00
690P,stop_times.txt,12.5,9.0,15.0,07:25:00,09:02:00
38X,frequencies.txt,12.5,10.0,15.0,07:00:00,08:15:00
66K,frequencies.txt,12.5,10.0,15.0,06:25:00,23:36:00
50A,frequencies.txt,12.5,10.0,15.0,05:40:00,23:00:00
DB03R,frequencies.txt,12.5,5.0,20.0,06:15:00,25:34:00
99,stop_times.txt,12.5,2.0,228.0,05:30:00,24:41:00
Kwun Tong - Huanggang,stop_times.txt,12.5,1.0,57.0,00:00:00,24:52:00
258D,frequencies.txt,12.5,5.0,30.0,05:10:00,25:23:00
34M,frequencies.txt,12.5,5.0,30.0,05:45:00,24:05:00
808,stop_times.txt,12.6,1.0,99.0,05:40:00,23:30:00
260X,stop_times.txt,12.6,1.0,120.0,05:10:00,25:13:00
502,frequencies.txt,12.6,8.0,60.0,06:00:00,23:00:00
40X,frequencies.txt,12.6,4.0,25.0,05:15:00,24:43:00
89D,frequencies.txt,12.6,4.0,25.0,05:20:00,24:38:00
37X,frequencies.txt,12.6,7.0,20.0,06:00:00,10:00:00
3A,frequencies.txt,12.6,8.0,20.0,06:00:00,23:42:00
71A,stop_times.txt,12.7,1.0,168.0,05:30:00,25:00:00
96,frequencies.txt,12.7,6.0,45.0,05:30:00,23:49:00
8,stop_times.txt,12.7,1.0,135.0,05:30:00,25:03:00
DB03RP,stop_times.txt,12.7,1.0,30.0,07:40:00,22:56:00
952P,frequencies.txt,12.7,8.0,20.0,07:00:00,09:37:00
107,frequencies.txt,12.7,5.0,25.0,06:00:00,24:37:00
29M,frequencies.txt,12.7,7.0,30.0,05:50:00,24:00:00
106,frequencies.txt,12.7,6.0,25.0,05:35:00,25:09:00
111,frequencies.txt,12.8,5.0,60.0,06:00:00,24:57:00
4A,frequencies.txt,12.8,8.0,30.0,06:00:00,24:10:00
74,frequencies.txt,12.8,8.0,20.0,05:45:00,22:21:00
38,stop_times.txt,12.8,1.0,211.0,05:05:00,25:24:00
235,frequencies.txt,12.8,8.0,20.0,05:30:00,24:28:00
11B,stop_times.txt,12.9,1.0,120.0,05:50:00,24:15:00
265M,frequencies.txt,12.9,5.0,35.0,05:10:00,25:12:00
8S,stop_times.txt,12.9,1.0,219.0,06:00:00,23:30:00
2A,frequencies.txt,12.9,7.0,27.0,05:30:00,24:55:00
606X,stop_times.txt,12.9,2.0,40.0,06:10:00,19:27:00
611,stop_times.txt,13.0,13.0,13.0,09:00:00,24:00:00
37P,stop_times.txt,13.0,10.0,16.0,07:35:00,08:15:00
620,frequencies.txt,13.0,10.0,15.0,06:00:00,23:05:00
112S,stop_times.txt,13.0,13.0,13.0,00:45:00,02:45:00
111P,stop_times.txt,13.0,5.0,25.0,07:07:00,19:28:00
39A,stop_times.txt,13.0,1.0,158.0,05:50:00,24:40:00
28M,frequencies.txt,13.0,5.0,30.0,06:40:00,24:00:00
272K,stop_times.txt,13.0,2.0,53.0,06:30:00,18:52:00
54A,stop_times.txt,13.1,2.0,20.0,05:30:00,25:03:00
171,stop_times.txt,13.1,1.0,68.0,00:00:00,24:38:00
88,frequencies.txt,13.1,6.0,30.0,05:30:00,24:31:00
680,stop_times.txt,13.1,1.0,60.0,06:10:00,24:31:00
72,frequencies.txt,13.1,4.0,30.0,05:10:00,24:54:00
S64,frequencies.txt,13.1,10.0,15.0,08:15:00,24:00:00
619,stop_times.txt,13.1,1.0,80.0,06:15:00,24:43:00
269C,stop_times.txt,13.2,1.0,156.0,05:05:00,25:38:00
5B,stop_times.txt,13.2,1.0,75.0,00:05:00,24:07:00
603S,frequencies.txt,13.2,9.0,20.0,06:40:00,09:00:00
968X,stop_times.txt,13.2,10.0,20.0,06:55:00,20:10:00
65X,stop_times.txt,13.2,2.0,111.0,07:00:00,19:00:00
269D,frequencies.txt,13.2,7.0,25.0,05:10:00,25:02:00
970,frequencies.txt,13.2,5.0,22.0,05:35:00,25:34:00
65A,frequencies.txt,13.3,5.0,15.0,05:00:00,23:30:00
268C,frequencies.txt,13.3,5.0,30.0,05:15:00,25:43:00
235M,stop_times.txt,13.3,1.0,104.0,05:45:00,24:40:00
112,frequencies.txt,13.3,5.0,30.0,06:20:00,24:41:00
29M,stop_times.txt,13.3,1.0,97.0,05:50:00,24:00:00
808,frequencies.txt,13.3,6.0,15.0,05:40:00,23:30:00
789,frequencies.txt,13.3,4.0,25.0,06:25:00,24:49:00
22,frequencies.txt,13.3,6.0,89.0,05:40:00,24:15:00
811B,frequencies.txt,13.3,10.0,20.0,06:30:00,19:40:00
73P,stop_times.txt,13.3,10.0,20.0,06:55:00,19:26:00
87D,frequencies.txt,13.3,6.0,25.0,05:30:00,24:36:00
930A,stop_times.txt,13.3,10.0,20.0,07:50:00,18:47:00
E22S,stop_times.txt,13.3,10.0,15.0,06:45:00,19:30:00
234D,stop_times.txt,13.3,7.0,20.0,07:15:00,19:52:00
26A,frequencies.txt,13.3,10.0,15.0,06:30:00,22:30:00
80P,frequencies.txt,13.3,10.0,15.0,06:50:00,09:00:00
275X,stop_times.txt,13.3,13.0,14.0,07:05:00,19:46:00
64S,stop_times.txt,13.3,10.0,15.0,07:10:00,08:06:00
N38,stop_times.txt,13.3,2.0,27.0,00:30:00,05:17:00
268P,stop_times.txt,13.3,10.0,20.0,07:10:00,19:15:00
T277,stop_times.txt,13.3,11.0,15.0,07:10:00,19:43:00
72,stop_times.txt,13.4,1.0,215.0,05:10:00,24:54:00
92M,frequencies.txt,13.4,10.0,20.0,06:05:00,24:04:00
43A,frequencies.txt,13.4,5.0,25.0,06:00:00,24:00:00
508,frequencies.txt,13.4,8.0,30.0,07:00:00,22:10:00
89A,frequencies.txt,13.4,8.0,18.0,06:00:00,24:00:00
K65A,frequencies.txt,13.4,12.0,15.0,06:55:00,19:36:00
K65,frequencies.txt,13.4,9.0,16.0,06:00:00,24:08:00
K75S,frequencies.txt,13.4,12.0,15.0,07:00:00,20:01:00
102B,frequencies.txt,13.4,12.0,15.0,06:30:00,19:47:00
9,stop_times.txt,13.5,1.0,205.0,05:35:00,25:30:00
42C,stop_times.txt,13.5,1.0,99.0,05:20:00,25:18:00
35A,frequencies.txt,13.5,5.0,25.0,05:15:00,25:10:00
610S,frequencies.txt,13.5,12.0,15.0,00:00:00,27:00:00
952C,stop_times.txt,13.5,12.0,15.0,07:12:00,19:43:00
265B,frequencies.txt,13.5,6.0,25.0,05:20:00,25:25:00
307P,stop_times.txt,13.5,2.0,39.0,06:50:00,20:44:00
B2X,frequencies.txt,13.6,10.0,20.0,07:25:00,21:20:00
604,frequencies.txt,13.6,10.0,20.0,05:45:00,21:40:00
308M,frequencies.txt,13.6,8.0,60.0,06:15:00,23:17:00
213M,stop_times.txt,13.7,1.0,196.0,05:00:00,26:00:00
7006,stop_times.txt,13.7,5.0,150.0,05:55:00,28:35:00
25B,frequencies.txt,13.7,5.0,60.0,05:40:00,24:00:00
5P,frequencies.txt,13.7,10.0,16.0,07:10:00,19:30:00
46,stop_times.txt,13.7,1.0,111.0,05:00:00,24:34:00
71A,frequencies.txt,13.7,4.0,30.0,05:30:00,25:00:00
5C,stop_times.txt,13.7,1.0,94.0,05:25:00,25:09:00
Wan Chai - Huanggang,frequencies.txt,13.7,8.0,30.0,01:00:00,25:59:00
107P,stop_times.txt,13.8,8.0,20.0,07:50:00,19:12:00
74B,stop_times.txt,13.8,6.0,30.0,07:30:00,19:48:00
969,frequencies.txt,13.8,7.0,30.0,05:30:00,25:20:00
215X,frequencies.txt,13.8,6.0,30.0,05:30:00,24:37:00
403X,frequencies.txt,13.8,12.0,15.0,06:00:00,24:00:00
12S,frequencies.txt,13.8,12.0,15.0,06:30:00,23:00:00
47,frequencies.txt,13.8,12.0,15.0,06:00:00,23:00:00
15,frequencies.txt,13.9,5.0,30.0,05:30:00,25:21:00
68M,stop_times.txt,13.9,1.0,116.0,05:30:00,24:50:00
6,frequencies.txt,13.9,8.0,30.0,00:05:00,25:23:00
DB01RP,stop_times.txt,13.9,1.0,58.0,07:25:00,15:45:00
E33,stop_times.txt,13.9,1.0,70.0,05:20:00,24:15:00
K51,frequencies.txt,13.9,6.0,25.0,05:45:00,24:21:00
265M,stop_times.txt,13.9,1.0,123.0,05:10:00,25:12:00
720,frequencies.txt,14.0,7.0,20.0,05:50:00,24:10:00
94A,frequencies.txt,14.0,10.0,30.0,06:00:00,19:13:00
75X,frequencies.txt,14.0,7.0,25.0,05:30:00,24:15:00
20B,frequencies.txt,14.0,10.0,20.0,05:25:00,24:06:00
678,frequencies.txt,14.0,10.0,20.0,06:15:00,20:22:00
807B,frequencies.txt,14.0,12.0,15.0,05:45:00,24:15:00
71S,frequencies.txt,14.0,10.0,20.0,06:00:00,24:55:00
N36,stop_times.txt,14.0,14.0,14.0,00:55:00,01:55:00
T80,stop_times.txt,14.0,10.0,20.0,07:25:00,08:45:00
87P,stop_times.txt,14.0,10.0,18.0,07:12:00,07:52:00
89,stop_times.txt,14.0,1.0,233.0,05:30:00,24:20:00
117A,stop_times.txt,14.1,6.0,30.0,07:00:00,19:44:00
E42,frequencies.txt,14.1,8.0,20.0,05:30:00,24:34:00
21A,frequencies.txt,14.1,6.0,30.0,06:00:00,24:03:00
961,frequencies.txt,14.1,7.0,25.0,05:20:00,25:27:00
81M,frequencies.txt,14.1,10.0,20.0,05:45:00,23:25:00
720A,frequencies.txt,14.1,10.0,20.0,05:56:00,09:01:00
69P,frequencies.txt,14.2,12.0,20.0,06:35:00,08:56:00
NR332,frequencies.txt,14.2,8.0,30.0,01:00:00,25:00:00
270,stop_times.txt,14.2,1.0,165.0,05:30:00,24:30:00
91,stop_times.txt,14.3,1.0,240.0,05:30:00,25:02:00
7009,stop_times.txt,14.3,2.0,207.0,02:30:00,24:57:00
84,frequencies.txt,14.4,7.0,16.0,06:00:00,23:00:00
13A,frequencies.txt,14.4,10.0,20.0,07:30:00,23:00:00
N121,stop_times.txt,14.4,3.0,45.0,00:45:00,05:35:00
601,frequencies.txt,14.4,6.0,25.0,05:40:00,24:57:00
1,stop_times.txt,14.4,1.0,180.0,05:00:00,25:55:00
263,stop_times.txt,14.4,1.0,180.0,05:20:00,24:15:00
46A,stop_times.txt,14.5,1.0,125.0,06:50:00,22:58:00
7023,stop_times.txt,14.5,2.0,25.0,07:00:00,22:55:00
302,frequencies.txt,14.6,8.0,30.0,05:30:00,24:51:00
6X,stop_times.txt,14.6,1.0,81.0,06:50:00,21:02:00
96M,frequencies.txt,14.6,10.0,25.0,05:30:00,24:11:00
720,stop_times.txt,14.6,1.0,102.0,05:50:00,24:10:00
268X,frequencies.txt,14.6,6.0,35.0,05:30:00,25:15:00
702,frequencies.txt,14.6,10.0,20.0,05:45:00,24:20:00
970X,frequencies.txt,14.6,9.0,23.0,00:40:00,25:11:00
243M,frequencies.txt,14.6,9.0,25.0,05:50:00,24:08:00
481B,stop_times.txt,14.6,1.0,40.0,06:30:00,23:00:00
48,frequencies.txt,14.7,4.0,25.0,05:24:00,24:26:00
11B,frequencies.txt,14.7,6.0,30.0,05:50:00,24:15:00
24A,stop_times.txt,14.8,8.0,17.0,06:35:00,19:00:00
93,frequencies.txt,14.8,11.0,20.0,06:00:00,23:29:00
67K,frequencies.txt,14.8,10.0,20.0,06:25:00,23:00:00
98A,frequencies.txt,14.8,8.0,30.0,05:20:00,24:45:00
82,frequencies.txt,14.8,7.0,30.0,05:20:00,24:40:00
49X,stop_times.txt,14.8,1.0,97.0,05:30:00,24:23:00
43X,frequencies.txt,14.8,9.0,25.0,05:15:00,24:30:00
47X,stop_times.txt,14.9,1.0,80.0,05:30:00,25:00:00
619,frequencies.txt,14.9,7.0,27.0,06:15:00,24:43:00
701,frequencies.txt,15.0,10.0,20.0,05:45:00,24:15:00
680P,stop_times.txt,15.0,15.0,15.0,07:10:00,08:55:00
63S,frequencies.txt,15.0,10.0,20.0,01:20:00,25:25:00
90C,stop_times.txt,15.0,15.0,15.0,07:00:00,07:48:00
85S,stop_times.txt,15.0,15.0,15.0,07:45:00,08:49:00
504,stop_times.txt,15.0,8.0,22.0,07:00:00,20:15:00
77X,stop_times.txt,15.0,15.0,15.0,07:45:00,08:54:00
115P,stop_times.txt,15.0,15.0,15.0,08:10:00,09:00:00
11A,frequencies.txt,15.0,15.0,15.0,07:00:00,19:14:00
809K,stop_times.txt,15.0,15.0,15.0,06:30:00,23:30:00
38P,stop_times.txt,15.0,15.0,15.0,07:15:00,19:06:00
611S,frequencies.txt,15.0,15.0,15.0,06:30:00,09:00:00
671X,stop_times.txt,15.0,15.0,15.0,07:35:00,08:57:00
116H,frequencies.txt,15.0,10.0,20.0,07:00:00,19:00:00
76A,frequencies.txt,15.0,15.0,15.0,06:00:00,23:30:00
43S,frequencies.txt,15.0,15.0,15.0,06:00:00,19:05:00
682P,stop_times.txt,15.0,15.0,15.0,07:20:00,09:21:00
86S,frequencies.txt,15.0,10.0,20.0,06:40:00,17:35:00
65K,frequencies.txt,15.0,10.0,20.0,06:05:00,19:45:00
5P,stop_times.txt,15.0,15.0,15.0,07:10:00,19:30:00
807S,stop_times.txt,15.0,1.0,29.0,06:45:00,09:30:00
811,stop_times.txt,15.0,15.0,15.0,06:15:00,23:15:00
93M,stop_times.txt,15.0,15.0,15.0,06:50:00,08:10:00
807S,frequencies.txt,15.0,15.0,15.0,06:45:00,09:30:00
608P,stop_times.txt,15.0,10.0,25.0,07:15:00,18:58:00
273S,frequencies.txt,15.0,10.0,20.0,07:30:00,18:52:00
230X,stop_times.txt,15.0,15.0,15.0,07:40:00,09:08:00
961S,stop_times.txt,15.0,12.0,18.0,07:15:00,08:53:00
962A,frequencies.txt,15.0,10.0,25.0,07:00:00,09:09:00
968A,stop_times.txt,15.0,15.0,15.0,07:15:00,09:12:00
310M,frequencies.txt,15.0,10.0,20.0,06:30:00,23:30:00
S64C,frequencies.txt,15.0,12.0,20.0,05:20:00,18:49:00
N51S,frequencies.txt,15.0,15.0,15.0,00:00:00,04:45:00
302A,stop_times.txt,15.0,15.0,15.0,07:50:00,08:52:00
