display_name,source,avg_wait_mins,min_wait_mins,max_wait_mins,service_start,service_end
23P,frequencies.txt,15.0,15.0,15.0,07:00:00,19:00:00
969X,stop_times.txt,15.0,10.0,20.0,07:10:00,09:06:00
N37,frequencies.txt,15.0,15.0,15.0,01:00:00,02:00:00
297P,stop_times.txt,15.0,15.0,15.0,07:55:00,09:02:00
981P,stop_times.txt,15.0,14.0,16.0,07:04:00,20:06:00
N27,stop_times.txt,15.0,15.0,15.0,05:00:00,06:00:00
7056,stop_times.txt,15.0,3.0,27.0,07:00:00,19:57:00
252X,stop_times.txt,15.0,5.0,20.0,07:00:00,19:25:00
258S,stop_times.txt,15.0,15.0,15.0,07:00:00,09:04:00
288A,stop_times.txt,15.0,15.0,15.0,07:28:00,07:56:00
286P,stop_times.txt,15.0,15.0,15.0,07:20:00,08:58:00
5001,frequencies.txt,15.0,15.0,15.0,07:30:00,23:00:00
268A,stop_times.txt,15.0,15.0,15.0,07:05:00,19:24:00
X42P,stop_times.txt,15.0,15.0,15.0,07:20:00,08:53:00
B6S,frequencies.txt,15.0,15.0,15.0,07:00:00,08:30:00
269X,stop_times.txt,15.0,15.0,15.0,07:15:00,19:31:00
26H,frequencies.txt,15.0,10.0,30.0,06:15:00,20:30:00
950,stop_times.txt,15.0,15.0,15.0,07:10:00,19:17:00
K52P,stop_times.txt,15.0,15.0,15.0,07:15:00,08:12:00
7019,stop_times.txt,15.0,4.0,26.0,07:05:00,19:43:00
258A,stop_times.txt,15.0,15.0,15.0,06:55:00,08:52:00
95P,stop_times.txt,15.0,15.0,15.0,15:30:00,16:21:00
7020,stop_times.txt,15.0,2.0,30.0,07:05:00,19:49:00
789,stop_times.txt,15.0,1.0,70.0,06:25:00,24:49:00
88A,frequencies.txt,15.1,10.0,30.0,06:30:00,22:00:00
K53S,frequencies.txt,15.1,10.0,20.0,06:20:00,21:20:00
B1,frequencies.txt,15.1,8.0,30.0,05:40:00,23:31:00
117,stop_times.txt,15.1,1.0,192.0,07:00:00,22:32:00
619X,stop_times.txt,15.1,4.0,33.0,07:20:00,19:16:00
59K,stop_times.txt,15.1,2.0,144.0,05:45:00,22:00:00
26,frequencies.txt,15.1,6.0,30.0,05:15:00,24:55:00
969C,stop_times.txt,15.1,5.0,30.0,07:00:00,20:38:00
K53,frequencies.txt,15.1,8.0,20.0,06:00:00,24:09:00
99,frequencies.txt,15.2,10.0,30.0,05:30:00,24:41:00
112M,frequencies.txt,15.2,12.0,30.0,06:30:00,24:30:00
272A,frequencies.txt,15.3,8.0,20.0,00:40:00,24:20:00
4M,frequencies.txt,15.3,10.0,20.0,06:00:00,24:00:00
104,stop_times.txt,15.3,2.0,158.0,05:45:00,23:50:00
81K,frequencies.txt,15.4,9.0,25.0,05:30:00,24:51:00
K52,frequencies.txt,15.4,9.0,20.0,06:00:00,24:25:00
89P,frequencies.txt,15.4,5.0,25.0,06:30:00,23:00:00
39A,frequencies.txt,15.4,7.0,30.0,05:50:00,24:40:00
73,stop_times.txt,15.4,1.0,214.0,05:30:00,24:50:00
279X,frequencies.txt,15.5,10.0,25.0,05:20:00,24:53:00
K68,frequencies.txt,15.5,10.0,20.0,06:00:00,23:26:00
B7,frequencies.txt,15.5,7.0,25.0,06:20:00,22:32:00
21M,stop_times.txt,15.5,14.0,16.0,06:00:00,24:03:00
89D,stop_times.txt,15.5,1.0,120.0,05:20:00,24:38:00
98,stop_times.txt,15.5,1.0,230.0,05:00:00,24:45:00
54K,frequencies.txt,15.5,10.0,30.0,05:40:00,23:00:00
94,frequencies.txt,15.6,7.0,40.0,05:15:00,23:00:00
7000037,stop_times.txt,15.6,7.0,38.0,10:00:00,23:08:00
A21,frequencies.txt,15.6,8.0,30.0,05:15:00,24:24:00
89C,frequencies.txt,15.6,8.0,30.0,05:30:00,24:31:00
6,stop_times.txt,15.6,1.0,155.0,00:05:00,25:23:00
87C,frequencies.txt,15.6,12.0,20.0,09:20:00,23:10:00
43M,frequencies.txt,15.6,5.0,30.0,05:45:00,25:16:00
83A,frequencies.txt,15.7,10.0,30.0,06:00:00,24:15:00
52X,frequencies.txt,15.7,6.0,25.0,05:05:00,25:34:00
54,frequencies.txt,15.7,6.0,30.0,05:25:00,23:28:00
59K,frequencies.txt,15.7,8.0,45.0,05:45:00,22:00:00
508,stop_times.txt,15.7,2.0,180.0,07:00:00,22:10:00
59,frequencies.txt,15.7,4.0,45.0,06:30:00,24:03:00
25,frequencies.txt,15.8,8.0,20.0,06:20:00,24:10:00
37B,frequencies.txt,15.8,9.0,30.0,07:10:00,23:12:00
282,frequencies.txt,15.8,10.0,25.0,06:00:00,24:00:00
61M,frequencies.txt,15.8,10.0,30.0,05:25:00,24:30:00
98D,frequencies.txt,15.8,6.0,35.0,05:15:00,24:42:00
86K,frequencies.txt,15.8,9.0,25.0,05:30:00,24:45:00
62P,stop_times.txt,15.8,1.0,40.0,05:35:00,09:57:00
36,frequencies.txt,15.9,10.0,25.0,05:30:00,24:25:00
69M,frequencies.txt,15.9,6.0,30.0,05:10:00,24:45:00
962,frequencies.txt,15.9,8.0,25.0,05:50:00,21:26:00
278X,frequencies.txt,15.9,7.0,25.0,05:15:00,25:16:00
56B,stop_times.txt,15.9,2.0,45.0,06:20:00,22:53:00
78,stop_times.txt,15.9,1.0,224.0,05:40:00,24:00:00
67X,frequencies.txt,16.0,7.0,25.0,05:25:00,24:40:00
987,frequencies.txt,16.0,10.0,20.0,17:00:00,19:31:00
960C,stop_times.txt,16.0,15.0,17.0,07:00:00,18:45:00
N619,frequencies.txt,16.0,10.0,20.0,00:15:00,06:44:00
905P,stop_times.txt,16.0,16.0,16.0,07:50:00,09:13:00
26W,stop_times.txt,16.0,16.0,16.0,07:00:00,20:00:00
98D,stop_times.txt,16.0,1.0,140.0,05:15:00,24:42:00
268C,stop_times.txt,16.0,1.0,102.0,05:15:00,25:43:00
87A,frequencies.txt,16.1,10.0,20.0,06:05:00,22:00:00
85,stop_times.txt,16.1,1.0,163.0,05:40:00,24:20:00
86,frequencies.txt,16.1,10.0,30.0,05:40:00,24:25:00
4X,frequencies.txt,16.1,10.0,20.0,07:00:00,20:35:00
30,frequencies.txt,16.1,7.0,30.0,05:30:00,24:07:00
238M,frequencies.txt,16.2,10.0,25.0,05:40:00,24:55:00
722,frequencies.txt,16.2,6.0,32.0,06:00:00,23:59:00
592,frequencies.txt,16.2,8.0,30.0,05:50:00,24:46:00
62P,frequencies.txt,16.2,10.0,25.0,05:35:00,09:57:00
31,frequencies.txt,16.2,8.0,30.0,05:45:00,24:15:00
269P,stop_times.txt,16.2,15.0,20.0,06:40:00,20:10:00
907D,stop_times.txt,16.2,15.0,20.0,06:50:00,19:37:00
272E,stop_times.txt,16.2,10.0,30.0,07:25:00,19:49:00
962A,stop_times.txt,16.2,5.0,40.0,07:00:00,09:09:00
382,stop_times.txt,16.2,15.0,20.0,07:15:00,19:09:00
69M,stop_times.txt,16.3,1.0,116.0,05:10:00,24:45:00
283,frequencies.txt,16.3,10.0,20.0,06:00:00,24:00:00
296A,frequencies.txt,16.3,10.0,25.0,05:30:00,25:10:00
17,frequencies.txt,16.3,5.0,40.0,05:45:00,24:10:00
967,frequencies.txt,16.3,6.0,30.0,05:40:00,20:03:00
702S,stop_times.txt,16.3,7.0,21.0,07:00:00,15:40:00
37B,stop_times.txt,16.4,1.0,142.0,07:10:00,23:12:00
K14,frequencies.txt,16.4,15.0,18.0,07:00:00,10:00:00
80,frequencies.txt,16.4,8.0,30.0,05:15:00,24:30:00
269D,stop_times.txt,16.5,1.0,123.0,05:10:00,25:02:00
85A,stop_times.txt,16.5,2.0,103.0,05:30:00,24:40:00
K14,stop_times.txt,16.5,15.0,18.0,07:00:00,10:00:00
37,frequencies.txt,16.5,10.0,30.0,05:20:00,24:25:00
6C,frequencies.txt,16.5,10.0,25.0,05:25:00,24:20:00
7007,stop_times.txt,16.5,5.0,150.0,05:30:00,28:20:00
5B,frequencies.txt,16.5,7.0,30.0,00:05:00,24:07:00
259X,stop_times.txt,16.5,12.0,30.0,07:00:00,19:35:00
25A,frequencies.txt,16.6,5.0,30.0,05:30:00,24:29:00
970X,stop_times.txt,16.6,1.0,240.0,00:40:00,25:11:00
287X,frequencies.txt,16.6,9.0,25.0,05:15:00,23:55:00
N368,stop_times.txt,16.6,2.0,80.0,00:50:00,25:07:00
73A,stop_times.txt,16.6,2.0,87.0,05:40:00,24:47:00
6X,frequencies.txt,16.7,10.0,29.0,06:50:00,21:02:00
74E,stop_times.txt,16.7,15.0,20.0,07:00:00,19:17:00
511,stop_times.txt,16.7,15.0,20.0,07:50:00,09:15:00
82B,stop_times.txt,16.7,10.0,25.0,07:15:00,08:10:00
602,frequencies.txt,16.7,15.0,20.0,05:45:00,21:20:00
N4C,frequencies.txt,16.7,15.0,20.0,00:00:00,06:00:00
40E,stop_times.txt,16.7,15.0,20.0,07:20:00,19:22:00
409K,frequencies.txt,16.7,12.0,20.0,05:50:00,23:10:00
78A,frequencies.txt,16.7,5.0,60.0,05:15:00,24:45:00
67A,frequencies.txt,16.7,10.0,30.0,05:00:00,24:00:00
259D,frequencies.txt,16.8,10.0,30.0,05:20:00,25:00:00
7005,stop_times.txt,16.8,5.0,115.0,04:15:00,27:20:00
73,frequencies.txt,16.8,8.0,30.0,05:30:00,24:50:00
76B,frequencies.txt,16.8,12.0,30.0,06:00:00,22:20:00
3,stop_times.txt,16.8,1.0,229.0,05:40:00,24:15:00
82X,frequencies.txt,16.9,9.0,25.0,05:40:00,20:40:00
37X,stop_times.txt,16.9,2.0,30.0,06:00:00,10:00:00
87S,frequencies.txt,16.9,10.0,20.0,06:40:00,20:05:00
806A,frequencies.txt,16.9,12.0,20.0,06:30:00,22:00:00
108A,frequencies.txt,16.9,10.0,20.0,06:00:00,20:45:00
4X,stop_times.txt,16.9,1.0,60.0,07:00:00,20:35:00
78A,stop_times.txt,16.9,1.0,224.0,05:15:00,24:45:00
65S,stop_times.txt,16.9,6.0,51.0,02:30:00,26:30:00
52B,frequencies.txt,16.9,8.0,25.0,05:50:00,20:34:00
Yau Tsim - Huanggang,frequencies.txt,16.9,10.0,75.0,02:00:00,26:24:00
113,frequencies.txt,17.0,4.0,30.0,06:00:00,24:18:00
4C,stop_times.txt,17.0,17.0,17.0,06:00:00,24:00:00
621,stop_times.txt,17.0,5.0,41.0,06:00:00,22:00:00
31A,stop_times.txt,17.0,11.0,20.0,07:00:00,08:30:00
N51S,stop_times.txt,17.0,17.0,17.0,00:00:00,04:45:00
73D,stop_times.txt,17.0,10.0,25.0,07:20:00,19:42:00
69A,frequencies.txt,17.0,15.0,20.0,07:00:00,22:30:00
811K,frequencies.txt,17.0,15.0,20.0,07:00:00,09:35:00
67M,stop_times.txt,17.0,1.0,195.0,05:25:00,24:40:00
962X,frequencies.txt,17.0,9.0,30.0,05:50:00,24:33:00
B5,stop_times.txt,17.0,1.0,204.0,05:40:00,25:36:00
12A,frequencies.txt,17.1,3.0,30.0,05:30:00,24:20:00
967X,frequencies.txt,17.1,12.0,30.0,07:10:00,24:05:00
275R,frequencies.txt,17.1,10.0,20.0,07:30:00,18:45:00
98C,frequencies.txt,17.1,10.0,30.0,05:15:00,24:31:00
E42,stop_times.txt,17.1,1.0,105.0,05:30:00,24:34:00
75X,stop_times.txt,17.1,1.0,231.0,05:30:00,24:15:00
41,frequencies.txt,17.2,16.0,25.0,06:00:00,21:20:00
45M,frequencies.txt,17.2,10.0,20.0,05:55:00,23:00:00
2,frequencies.txt,17.2,10.0,30.0,05:30:00,25:00:00
47S,frequencies.txt,17.3,10.0,20.0,00:10:00,29:07:00
65X,frequencies.txt,17.3,15.0,20.0,07:00:00,19:00:00
59B,frequencies.txt,17.3,10.0,30.0,06:00:00,23:00:00
96P,stop_times.txt,17.3,15.0,20.0,06:30:00,19:30:00
43,frequencies.txt,17.3,8.0,25.0,05:40:00,24:29:00
26,stop_times.txt,17.3,1.0,210.0,05:15:00,24:55:00
95K,frequencies.txt,17.4,15.0,20.0,07:00:00,09:30:00
5M,frequencies.txt,17.4,10.0,30.0,05:45:00,24:00:00
B5,frequencies.txt,17.4,12.0,30.0,05:40:00,25:36:00
96P,frequencies.txt,17.4,15.0,20.0,06:30:00,19:30:00
252,frequencies.txt,17.4,10.0,30.0,00:10:00,23:50:00
780,frequencies.txt,17.4,8.0,25.0,05:35:00,24:30:00
48S,stop_times.txt,17.4,15.0,20.0,00:00:00,29:22:00
48S,frequencies.txt,17.4,15.0,20.0,00:00:00,29:22:00
77,stop_times.txt,17.4,1.0,122.0,05:45:00,24:51:00
77M,frequencies.txt,17.5,15.0,20.0,06:40:00,23:20:00
54A,frequencies.txt,17.5,15.0,20.0,05:30:00,25:03:00
301,frequencies.txt,17.5,15.0,20.0,06:30:00,23:15:00
N8P,frequencies.txt,17.5,15.0,20.0,00:35:00,05:20:00
K54,frequencies.txt,17.5,15.0,20.0,06:00:00,23:32:00
795,stop_times.txt,17.5,15.0,20.0,07:30:00,19:31:00
B2P,frequencies.txt,17.5,10.0,25.0,06:00:00,24:20:00
242X,stop_times.txt,17.5,15.0,20.0,07:50:00,19:02:00
503,stop_times.txt,17.5,1.0,46.0,06:15:00,20:00:00
17A,frequencies.txt,17.5,15.0,20.0,07:00:00,09:00:00
N72,frequencies.txt,17.5,15.0,20.0,00:10:00,05:40:00
102S,frequencies.txt,17.5,15.0,20.0,00:05:00,05:23:00
407B,frequencies.txt,17.5,15.0,20.0,07:00:00,08:00:00
270S,stop_times.txt,17.5,5.0,30.0,00:45:00,04:21:00
603P,stop_times.txt,17.5,15.0,20.0,17:45:00,19:05:00
58P,frequencies.txt,17.5,15.0,20.0,18:00:00,19:45:00
95C,frequencies.txt,17.5,12.0,20.0,05:00:00,24:00:00
481A,frequencies.txt,17.5,15.0,25.0,07:00:00,23:28:00
682,stop_times.txt,17.6,1.0,150.0,05:40:00,24:51:00
56A,stop_times.txt,17.6,1.0,200.0,05:30:00,25:03:00
40P,stop_times.txt,17.6,1.0,70.0,06:10:00,22:45:00
9A,frequencies.txt,17.7,15.0,20.0,09:30:00,19:04:00
214,frequencies.txt,17.7,7.0,30.0,05:20:00,25:11:00
36X,frequencies.txt,17.8,15.0,30.0,07:00:00,23:15:00
296C,stop_times.txt,17.8,1.0,99.0,05:50:00,24:56:00
930X,frequencies.txt,17.8,8.0,25.0,05:55:00,25:00:00
277X,stop_times.txt,17.8,1.0,143.0,05:00:00,25:00:00
27A,frequencies.txt,17.8,10.0,20.0,06:20:00,23:00:00
796X,stop_times.txt,17.8,1.0,70.0,05:20:00,24:40:00
299X,frequencies.txt,17.8,10.0,25.0,05:40:00,24:00:00
N21,stop_times.txt,17.8,1.0,30.0,00:20:00,06:49:00
281A,frequencies.txt,17.8,10.0,30.0,05:30:00,24:30:00
952,frequencies.txt,17.9,5.0,30.0,06:00:00,24:47:00
E37,frequencies.txt,17.9,10.0,30.0,05:10:00,24:30:00
793,frequencies.txt,17.9,15.0,20.0,05:30:00,24:15:00
19,frequencies.txt,17.9,4.0,28.0,05:25:00,25:00:00
265B,stop_times.txt,17.9,1.0,110.0,05:20:00,25:25:00
11X,frequencies.txt,17.9,9.0,25.0,05:30:00,24:30:00
77,frequencies.txt,18.0,11.0,30.0,05:45:00,24:51:00
16,frequencies.txt,18.0,2.0,30.0,05:30:00,25:25:00
603A,stop_times.txt,18.0,12.0,24.0,07:39:00,18:45:00
682A,stop_times.txt,18.0,15.0,20.0,07:10:00,19:46:00
70K,frequencies.txt,18.0,15.0,20.0,05:40:00,24:30:00
234C,stop_times.txt,18.0,5.0,60.0,07:15:00,20:09:00
35M,stop_times.txt,18.0,14.0,26.0,06:20:00,09:00:00
102S,stop_times.txt,18.0,18.0,18.0,00:05:00,05:23:00
69P,stop_times.txt,18.0,12.0,40.0,06:35:00,08:56:00
238P,stop_times.txt,18.0,15.0,20.0,07:30:00,09:00:00
2,stop_times.txt,18.0,2.0,209.0,05:30:00,25:00:00
115,stop_times.txt,18.0,1.0,147.0,06:45:00,24:17:00
DB01R,frequencies.txt,18.1,10.0,30.0,05:30:00,25:30:00
91P,stop_times.txt,18.1,10.0,55.0,07:55:00,18:50:00
259D,stop_times.txt,18.1,1.0,205.0,05:20:00,25:00:00
288,stop_times.txt,18.1,5.0,125.0,05:20:00,24:30:00
34,frequencies.txt,18.1,12.0,25.0,05:35:00,24:20:00
50M,stop_times.txt,18.1,1.0,34.0,06:00:00,23:30:00
12A,stop_times.txt,18.1,1.0,180.0,05:30:00,24:20:00
213D,frequencies.txt,18.2,10.0,25.0,05:30:00,22:51:00
13X,frequencies.txt,18.2,10.0,30.0,05:25:00,24:38:00
603,frequencies.txt,18.2,6.0,30.0,05:20:00,24:30:00
43C,frequencies.txt,18.2,13.0,30.0,06:00:00,22:30:00
112M,stop_times.txt,18.2,1.0,232.0,06:30:00,24:30:00
54S,frequencies.txt,18.2,9.0,30.0,06:30:00,22:45:00
98A,stop_times.txt,18.3,1.0,84.0,05:20:00,24:45:00
A29,frequencies.txt,18.3,15.0,60.0,05:15:00,25:36:00
268X,stop_times.txt,18.3,1.0,155.0,05:30:00,25:15:00
73A,frequencies.txt,18.3,10.0,35.0,05:40:00,24:47:00
405,frequencies.txt,18.3,15.0,20.0,06:00:00,17:00:00
24A,frequencies.txt,18.3,15.0,25.0,06:35:00,19:00:00
481X,frequencies.txt,18.3,15.0,25.0,06:30:00,19:00:00
12M,stop_times.txt,18.3,15.0,25.0,07:00:00,08:55:00
606X,frequencies.txt,18.3,10.0,25.0,06:10:00,19:27:00
44S,frequencies.txt,18.3,15.0,20.0,06:30:00,22:30:00
276B,frequencies.txt,18.4,15.0,25.0,05:10:00,24:50:00
57K,frequencies.txt,18.4,12.0,30.0,06:00:00,23:45:00
76,frequencies.txt,18.4,15.0,60.0,05:40:00,23:00:00
NA33,stop_times.txt,18.4,9.0,43.0,00:17:00,06:04:00
S64X,frequencies.txt,18.5,10.0,35.0,05:05:00,19:00:00
110,stop_times.txt,18.5,1.0,70.0,06:00:00,20:55:00
A31,frequencies.txt,18.5,15.0,30.0,05:20:00,24:48:00
905,frequencies.txt,18.5,6.0,30.0,05:50:00,24:00:00
962C,stop_times.txt,18.6,5.0,25.0,07:05:00,20:38:00
307,frequencies.txt,18.6,8.0,30.0,06:00:00,24:06:00
75,frequencies.txt,18.6,15.0,30.0,05:05:00,23:20:00
969,stop_times.txt,18.6,1.0,160.0,05:30:00,25:20:00
52K,stop_times.txt,18.6,1.0,219.0,05:00:00,24:38:00
46A,frequencies.txt,18.7,15.0,20.0,06:50:00,22:58:00
81,frequencies.txt,18.7,8.0,30.0,05:30:00,24:50:00
252,stop_times.txt,18.8,1.0,134.0,00:10:00,23:50:00
89X,frequencies.txt,18.8,10.0,30.0,05:40:00,24:31:00
11A,stop_times.txt,18.8,4.0,45.0,07:00:00,19:14:00
215X,stop_times.txt,18.8,1.0,117.0,05:30:00,24:37:00
29,frequencies.txt,18.8,10.0,25.0,06:00:00,23:45:00
22D,frequencies.txt,18.9,12.0,30.0,07:05:00,23:35:00
10,frequencies.txt,18.9,9.0,30.0,05:30:00,25:05:00
4,stop_times.txt,18.9,1.0,233.0,05:10:00,24:40:00
68X,frequencies.txt,19.0,9.0,30.0,05:25:00,25:56:00
43B,frequencies.txt,19.0,12.0,30.0,05:40:00,24:11:00
66S,stop_times.txt,19.0,19.0,19.0,00:00:00,06:00:00
602,stop_times.txt,19.0,4.0,34.0,05:45:00,21:20:00
62S,frequencies.txt,19.0,18.0,20.0,00:01:00,05:30:00
27B,frequencies.txt,19.0,15.0,30.0,06:45:00,19:35:00
701S,stop_times.txt,19.0,19.0,19.0,00:35:00,02:15:00
X962,stop_times.txt,19.0,15.0,30.0,17:50:00,20:32:00
58A,stop_times.txt,19.0,19.0,19.0,07:00:00,19:00:00
47E,stop_times.txt,19.0,19.0,19.0,10:00:00,20:26:00
46P,frequencies.txt,19.0,10.0,30.0,06:50:00,19:31:00
13X,stop_times.txt,19.0,1.0,180.0,05:25:00,24:38:00
285,stop_times.txt,19.1,5.0,73.0,05:40:00,24:30:00
270A,frequencies.txt,19.1,10.0,30.0,05:30:00,25:21:00
91M,frequencies.txt,19.1,12.0,30.0,05:40:00,24:10:00
68S,frequencies.txt,19.2,15.0,25.0,06:30:00,35:00:00
681,frequencies.txt,19.2,9.0,30.0,06:00:00,24:41:00
260,frequencies.txt,19.2,15.0,30.0,06:30:00,21:49:00
930,frequencies.txt,19.2,10.0,30.0,05:55:00,24:55:00
72X,frequencies.txt,19.3,12.0,30.0,05:15:00,25:00:00
75K,frequencies.txt,19.3,10.0,25.0,05:25:00,24:00:00
235,stop_times.txt,19.3,2.0,121.0,05:30:00,24:28:00
481B,frequencies.txt,19.3,15.0,30.0,06:30:00,23:00:00
108,frequencies.txt,19.3,10.0,30.0,05:30:00,23:30:00
90,frequencies.txt,19.4,10.0,30.0,05:20:00,24:33:00
28S,frequencies.txt,19.4,15.0,45.0,06:20:00,22:41:00
18P,frequencies.txt,19.4,10.0,25.0,05:30:00,09:12:00
E33P,stop_times.txt,19.5,2.0,180.0,05:15:00,25:04:00
798,frequencies.txt,19.5,10.0,35.0,05:45:00,24:05:00
286X,frequencies.txt,19.5,10.0,30.0,05:30:00,24:00:00
3C,frequencies.txt,19.5,12.0,30.0,05:30:00,24:42:00
61X,stop_times.txt,19.5,1.0,160.0,05:15:00,24:46:00
52X,stop_times.txt,19.5,1.0,135.0,05:05:00,25:34:00
17,stop_times.txt,19.5,1.0,226.0,05:45:00,24:10:00
72K,frequencies.txt,19.6,10.0,30.0,05:30:00,24:45:00
E32A,frequencies.txt,19.6,12.0,30.0,05:40:00,24:39:00
798,stop_times.txt,19.6,2.0,195.0,05:45:00,24:05:00
109,stop_times.txt,19.6,2.0,120.0,06:45:00,24:23:00
K74,stop_times.txt,19.7,3.0,138.0,06:00:00,19:27:00
E21,frequencies.txt,19.7,12.0,30.0,05:30:00,24:00:00
34,stop_times.txt,19.7,1.0,120.0,05:35:00,24:20:00
277E,frequencies.txt,19.7,9.0,30.0,05:30:00,24:35:00
83K,frequencies.txt,19.8,12.0,30.0,05:45:00,24:05:00
28,frequencies.txt,19.8,12.0,30.0,05:40:00,24:30:00
61X,frequencies.txt,19.8,10.0,30.0,05:15:00,24:46:00
43,stop_times.txt,19.8,1.0,81.0,05:40:00,24:29:00
40P,frequencies.txt,19.8,8.0,30.0,06:10:00,22:45:00
85K,frequencies.txt,19.9,7.0,30.0,05:30:00,24:45:00
44M,frequencies.txt,19.9,11.0,30.0,00:00:00,24:45:00
85,frequencies.txt,19.9,10.0,30.0,05:40:00,24:20:00
286A,stop_times.txt,19.9,1.0,49.0,05:30:00,10:15:00
960P,stop_times.txt,20.0,5.0,35.0,06:45:00,19:35:00
989,stop_times.txt,20.0,15.0,25.0,07:05:00,09:18:00
694S,stop_times.txt,20.0,20.0,20.0,07:30:00,19:11:00
780P,frequencies.txt,20.0,17.0,23.0,07:15:00,09:13:00
49A,stop_times.txt,20.0,20.0,20.0,06:40:00,19:00:00
618A,stop_times.txt,20.0,20.0,20.0,06:00:00,22:20:00
281E,stop_times.txt,20.0,20.0,20.0,18:00:00,19:18:00
49P,stop_times.txt,20.0,20.0,20.0,18:40:00,19:27:00
B3M,stop_times.txt,20.0,20.0,20.0,09:50:00,19:50:00
267X,stop_times.txt,20.0,20.0,20.0,07:25:00,19:35:00
6P,frequencies.txt,20.0,20.0,20.0,07:00:00,19:28:00
T270,stop_times.txt,20.0,20.0,20.0,07:15:00,19:12:00
618B,frequencies.txt,20.0,20.0,20.0,06:00:00,22:20:00
60R,frequencies.txt,20.0,20.0,20.0,10:00:00,18:00:00
287D,stop_times.txt,20.0,20.0,20.0,18:00:00,19:38:00
98E,stop_times.txt,20.0,20.0,20.0,07:25:00,19:07:00
102P,stop_times.txt,20.0,13.0,49.0,07:15:00,19:19:00
618B,stop_times.txt,20.0,20.0,20.0,06:00:00,22:20:00
261P,stop_times.txt,20.0,20.0,20.0,06:40:00,17:45:00
98P,stop_times.txt,20.0,20.0,20.0,07:40:00,19:19:00
934A,stop_times.txt,20.0,20.0,20.0,07:30:00,19:30:00
260C,stop_times.txt,20.0,20.0,20.0,06:55:00,19:18:00
98S,stop_times.txt,20.0,20.0,20.0,06:50:00,19:52:00
6A,frequencies.txt,20.0,20.0,20.0,07:00:00,08:20:00
287P,stop_times.txt,20.0,20.0,20.0,07:20:00,08:43:00
22A,frequencies.txt,20.0,20.0,20.0,07:00:00,23:00:00
960B,stop_times.txt,20.0,20.0,20.0,06:55:00,19:13:00
403,frequencies.txt,20.0,20.0,20.0,06:00:00,23:20:00
790,frequencies.txt,20.0,20.0,20.0,07:00:00,24:00:00
265P,stop_times.txt,20.0,20.0,20.0,07:30:00,19:02:00
4006,stop_times.txt,20.0,2.0,38.0,07:30:00,18:55:00
20S,frequencies.txt,20.0,20.0,20.0,06:00:00,22:00:00
N182,frequencies.txt,20.0,15.0,25.0,00:00:00,05:50:00
20G,frequencies.txt,20.0,10.0,30.0,06:30:00,09:00:00
213A,frequencies.txt,20.0,20.0,20.0,06:30:00,07:50:00
301M,stop_times.txt,20.0,20.0,20.0,18:00:00,19:00:00
601C,frequencies.txt,20.0,20.0,20.0,06:40:00,21:20:00
601B,frequencies.txt,20.0,20.0,20.0,07:00:00,21:50:00
E28,stop_times.txt,20.0,20.0,20.0,07:20:00,09:07:00
15C,stop_times.txt,20.0,20.0,20.0,10:00:00,22:10:00
602C,frequencies.txt,20.0,20.0,20.0,06:40:00,21:20:00
808P,stop_times.txt,20.0,7.0,33.0,06:30:00,10:00:00
680B,stop_times.txt,20.0,20.0,20.0,07:35:00,09:01:00
15X,frequencies.txt,20.0,20.0,20.0,07:10:00,19:00:00
74C,stop_times.txt,20.0,20.0,20.0,07:00:00,09:14:00
30A,stop_times.txt,20.0,5.0,30.0,06:30:00,23:45:00
811A,frequencies.txt,20.0,20.0,20.0,06:15:00,23:00:00
74F,stop_times.txt,20.0,20.0,20.0,07:05:00,18:54:00
9,frequencies.txt,20.0,5.0,35.0,05:35:00,25:30:00
XB2,frequencies.txt,20.0,20.0,20.0,07:35:00,22:40:00
969X,frequencies.txt,20.0,20.0,20.0,07:10:00,09:06:00
N4A,frequencies.txt,20.0,20.0,20.0,00:00:00,06:00:00
813,frequencies.txt,20.0,10.0,30.0,06:30:00,22:30:00
291P,stop_times.txt,20.0,20.0,20.0,17:45:00,18:43:00
986,stop_times.txt,20.0,15.0,25.0,07:10:00,09:18:00
68F,stop_times.txt,20.0,20.0,20.0,06:00:00,23:30:00
26X,frequencies.txt,20.0,20.0,20.0,07:25:00,19:30:00
985,stop_times.txt,20.0,20.0,20.0,07:25:00,19:35:00
47E,frequencies.txt,20.0,20.0,20.0,10:00:00,20:26:00
279B,stop_times.txt,20.0,20.0,20.0,07:20:00,08:58:00
987,stop_times.txt,20.0,10.0,40.0,17:00:00,19:31:00
581,frequencies.txt,20.0,20.0,20.0,06:10:00,22:20:00
278P,stop_times.txt,20.0,20.0,20.0,07:10:00,08:52:00
E18,stop_times.txt,20.0,20.0,20.0,07:10:00,09:17:00
701S,frequencies.txt,20.0,20.0,20.0,00:35:00,02:15:00
46S,frequencies.txt,20.0,20.0,20.0,07:25:00,18:42:00
N40,frequencies.txt,20.0,20.0,20.0,00:00:00,06:00:00
813A,frequencies.txt,20.0,20.0,20.0,11:00:00,20:00:00
618A,frequencies.txt,20.0,20.0,20.0,06:00:00,22:20:00
28S,stop_times.txt,20.0,5.0,184.0,06:20:00,22:41:00
89B,frequencies.txt,20.1,12.0,30.0,05:30:00,24:44:00
R8,frequencies.txt,20.1,15.0,35.0,06:30:00,23:10:00
